Epoch,Train Loss,Val Loss,Dice Score,Time (s)
1,0.46781520527813275,1.3837692969668227,0.20194818079471588,152.50845384597778
2,0.29770247850257886,1.0545392315999595,0.3238247334957123,51.51336359977722
3,0.24192142538107902,0.892991864575749,0.3782127797603607,51.7574360370636
4,0.20835018670370456,0.7813432728294778,0.4086318016052246,51.62861680984497
5,0.18620603622890744,0.7094140216312578,0.42359957098960876,51.766159772872925
6,0.17138775736240766,0.6409101014116169,0.5241112112998962,51.41190719604492
7,0.15228949150755236,0.5744780497213381,0.5829330682754517,51.521273374557495
8,0.13716846890011325,0.5238383127524789,0.6088799834251404,51.84016466140747
9,0.12588340682695387,0.48445837081006143,0.6283535361289978,51.57229447364807
10,0.11962760610528025,0.46251233620981197,0.6395716071128845,51.7874014377594
11,0.11464321112679869,0.4305950268707444,0.6628065705299377,51.60312271118164
12,0.1109566216471167,0.42881756585783665,0.6570311784744263,51.89581632614136
13,0.10727447338711485,0.4128286431057263,0.6716195344924927,51.5456063747406
14,0.10450715759010772,0.4263220890960862,0.6549890637397766,51.84124279022217
15,0.10267693627066174,0.4014435527862701,0.6723427176475525,51.61766695976257
16,0.10138832673931075,0.38870593892262045,0.6860925555229187,51.66114139556885
17,0.09940966372948744,0.3742387133889494,0.6947537064552307,51.83094358444214
18,0.09681080886910085,0.3819583413083996,0.6861345171928406,51.546629428863525
19,0.09608843169826646,0.38279677413206187,0.688019871711731,51.77740955352783
20,0.09599934611285452,0.3599960904205795,0.7058587670326233,51.597962379455566
21,0.09424419155557871,0.3668658303476013,0.6958138942718506,51.73215913772583
22,0.093866802201691,0.3672669976949692,0.6964256763458252,51.51542663574219
23,0.09307304965589829,0.3581273075753609,0.7088693380355835,51.706326484680176
24,0.0916618918981624,0.3577157678329839,0.7068448066711426,51.751975774765015
25,0.0929606918120396,0.36084878325989816,0.7031822800636292,51.5545392036438
26,0.09106950169767845,0.34821931266151696,0.7144367694854736,51.83045816421509
27,0.0897270025825312,0.345090591933875,0.7142395377159119,51.59072256088257
28,0.08959026646656776,0.3569986445713887,0.7082225680351257,51.767826318740845
29,0.08873014145055896,0.345791911920615,0.7163336873054504,51.76026749610901
30,0.08857308203914008,0.3469263626410898,0.7141983509063721,51.79596495628357
31,0.08785069480229155,0.3345204346475348,0.7231644988059998,51.9042010307312
32,0.08667648560091441,0.3406257197524594,0.7176076769828796,51.639546632766724
33,0.08650487756518566,0.33596824590874985,0.7232031226158142,51.74042296409607
34,0.08598134917917517,0.3538838243853729,0.7073659896850586,51.69126486778259
35,0.08534173825718905,0.3474311734986516,0.7113040685653687,51.920632123947144
36,0.08501119182993595,0.34413858509696693,0.7156130075454712,51.78648042678833
37,0.08528378032692689,0.33734911990112965,0.7198124527931213,51.723336696624756
38,0.08368840140176444,0.3252743383028866,0.7309927344322205,51.864917516708374
39,0.08434169398429306,0.3330608926779401,0.7256829142570496,51.71752119064331
40,0.08360503633458742,0.3300343142014689,0.7279941439628601,52.01033592224121
41,0.08333052661115296,0.32461659689392663,0.7324276566505432,51.631078004837036
42,0.08273116693180423,0.3281620769901613,0.7288171052932739,51.63908576965332
43,0.08265181953499734,0.3270172478746524,0.7291251420974731,51.677740812301636
44,0.08305947708974597,0.3424227216602427,0.7167431712150574,51.668121337890625
45,0.08213399799187251,0.33111258615962175,0.7256913781166077,51.65737771987915
46,0.08193907537405552,0.31581934594211325,0.7401403784751892,51.599573612213135
47,0.08112632596438286,0.32863473509792734,0.727325439453125,51.76326107978821
48,0.08172437378201677,0.33201130261990874,0.726630687713623,51.581117153167725
49,0.08087430925480285,0.3143512068596561,0.7404901385307312,51.735435009002686
50,0.08028207358392507,0.32972063763742954,0.7269477248191833,51.54868483543396
51,0.07967971148624604,0.32734195255072773,0.7286295890808105,51.53745889663696
52,0.08057428774398129,0.3224822332901237,0.7333742380142212,51.8149676322937
53,0.07903925915480603,0.3212273207913458,0.7350824475288391,51.66075038909912
54,0.0788055426724579,0.31864259035977643,0.7355998754501343,51.52436900138855
55,0.07910482518065706,0.31369601737345215,0.7404482960700989,51.78366184234619
56,0.07770163648147062,0.3237744030435528,0.7325881123542786,51.88178086280823
57,0.07753130123608197,0.3122167098047459,0.7420850992202759,51.7558958530426
58,0.07835781960214375,0.32552592416780185,0.7320966720581055,51.64546227455139
59,0.07804939314435888,0.3161096746283295,0.7392940521240234,51.800333976745605
60,0.0772869006377229,0.3152417220768675,0.7397582530975342,51.668418884277344
61,0.07748480865238566,0.32054657561589134,0.7363294959068298,52.1230263710022
62,0.0767967078481385,0.3080704099440997,0.7456842064857483,51.920565605163574
63,0.07659805097834395,0.3132655702333535,0.740140438079834,54.91687035560608
64,0.07671980856707974,0.31472332703065026,0.7392836809158325,54.95733094215393
65,0.07667605252752427,0.31918087417045526,0.7374290823936462,54.38127303123474
66,0.07585536979742555,0.30833658668319736,0.7445946931838989,54.45737814903259
67,0.07569493075626582,0.31368696584110767,0.7416332960128784,55.08702492713928
68,0.07560907132930965,0.30933270596824913,0.7433721423149109,54.386051177978516
69,0.07567498827235324,0.3171400638808191,0.7383574843406677,54.480976819992065
70,0.07452282397694915,0.31752721180694293,0.7373799681663513,54.32630753517151
71,0.07450147250321189,0.31405115068222567,0.739625871181488,54.92930364608765
72,0.07490228887706288,0.3046066660137303,0.7474690675735474,54.939796686172485
73,0.07478828674638754,0.29957808995932605,0.7519868612289429,54.72106218338013
74,0.07414020993286677,0.3046101627756009,0.7501306533813477,54.76495289802551
75,0.0738582583328363,0.3081946579360329,0.7465038895606995,54.938865661621094
76,0.07387516678498668,0.3086430605797641,0.7443086504936218,54.90684127807617
77,0.07381860512813089,0.3042474418087343,0.7480525970458984,54.733522176742554
78,0.07357454900132868,0.30599797596182443,0.7480117678642273,54.61380386352539
79,0.07267126940529454,0.30197588426876915,0.7495129108428955,54.70041084289551
80,0.07262753767031337,0.31238697640663754,0.739875853061676,54.95690178871155
81,0.07291697887262043,0.30925116991311047,0.7445034384727478,54.42835855484009
82,0.07339446219383727,0.30433206550315417,0.7489155530929565,54.57408809661865
83,0.07205440965757186,0.31282113512269166,0.7434942126274109,54.672043800354004
84,0.07196955193062368,0.3026865053493365,0.7531368136405945,54.17043995857239
85,0.07187288787893274,0.30103668788101823,0.7514386177062988,54.99535894393921
86,0.07199078313859084,0.307278733535678,0.7474570274353027,54.52266311645508
87,0.07128987485255767,0.30756781652437903,0.7471657991409302,54.65902590751648
88,0.07134548622908682,0.31363913904776614,0.7396416068077087,54.92893171310425
89,0.07126663881262006,0.3021986141669012,0.7498671412467957,54.44018006324768
90,0.0712032760198968,0.3043886295198339,0.7491317391395569,54.29167723655701
91,0.07113126215337234,0.30743429559258234,0.7470443844795227,54.607028007507324
92,0.07087846910912293,0.3061138977651047,0.7468066811561584,54.410261392593384
93,0.07033835818968978,0.3050628195689843,0.7472571134567261,54.47576355934143
94,0.07097554782206715,0.31567568826464426,0.7377843260765076,54.30146837234497
95,0.07032014506320532,0.2957479615522697,0.7549640536308289,54.75661301612854
96,0.07034598518781393,0.3074705254583232,0.7468504905700684,54.85832595825195
97,0.06933172474883997,0.3059043616583917,0.7470406293869019,54.489506006240845
98,0.06961864988014044,0.30608540852512933,0.7480406165122986,54.65527319908142
99,0.06945606670986582,0.29861532435216737,0.7530054450035095,54.32823371887207
100,0.06930895911883048,0.3075191783430302,0.7467992901802063,54.54663276672363
101,0.06952918004134133,0.3045298662201493,0.749607264995575,54.586219787597656
102,0.06903808202277943,0.3040237215108576,0.7489454746246338,54.50437116622925
103,0.06811233956860047,0.3037094316915073,0.7498131394386292,54.67974042892456
104,0.06905235923465945,0.30308357751474974,0.7488002181053162,54.94744348526001
105,0.06884635304627211,0.30270400702689604,0.7496312856674194,54.6066210269928
106,0.06814152152524164,0.30089975906684335,0.7504957914352417,54.43474197387695
107,0.06790582888498313,0.3033868216835292,0.7516044974327087,54.66067552566528
108,0.06835374615261913,0.3078054289902206,0.7468860149383545,54.5173122882843
109,0.06839085879032555,0.2955368502741366,0.7564473152160645,54.36677694320679
110,0.0678606664102981,0.3001057650003813,0.7516748309135437,55.17230486869812
111,0.06743921511051919,0.3015584616007003,0.7508141994476318,54.42501091957092
112,0.06730761136049809,0.2986595765151809,0.7530255317687988,54.39190149307251
113,0.06736250206636699,0.30866541911279205,0.7452630996704102,54.672738552093506
114,0.06805570127089092,0.2997438070257153,0.7520380020141602,54.473408937454224
115,0.0669495762977381,0.30069015827854123,0.7521377205848694,54.92017889022827
116,0.0672163189933617,0.2973084149107469,0.7538024187088013,54.70259380340576
117,0.0667885268059202,0.30475808080055017,0.7488646507263184,54.376728534698486
118,0.06637121752279962,0.2999059535497058,0.7548744678497314,54.97441267967224
119,0.06627619471548221,0.3034534587533073,0.7492018342018127,54.79762291908264
120,0.06606114620578442,0.2994536144939144,0.7514076828956604,54.39940595626831
121,0.06592249803303965,0.3024383813670251,0.7505770921707153,55.12222719192505
122,0.06625041913373668,0.3034720255342205,0.7504494786262512,54.21894431114197
123,0.06600728290148168,0.2978326931463934,0.7550105452537537,54.59169030189514
124,0.06554351263521276,0.29580527478087265,0.756382405757904,54.70800542831421
125,0.06590272965123177,0.2965101141449624,0.75584477186203,54.748385429382324
126,0.0657823046231311,0.30211235094914396,0.7501850724220276,54.50942039489746
127,0.0655070202951522,0.29646915803968377,0.7559606432914734,54.2259738445282
128,0.06537989793499939,0.30180890304324903,0.75172358751297,54.139002323150635
129,0.0651559822625764,0.2968405220097145,0.7562518119812012,54.628169536590576
130,0.06505808681102374,0.30312553437146467,0.7509179711341858,54.19388508796692
131,0.06538950893549403,0.30172513319855243,0.7491636276245117,54.953603982925415
132,0.06484253124587915,0.3000889892599224,0.7518181204795837,54.51044011116028
133,0.06478474834168205,0.29753237224258156,0.7553534507751465,54.243913650512695
